tweet_id, user_id
'505258702660575232','1896641054'
'505258708948242432','1708260019'
'505258714434371584','135461282'
'505258715164205056','298078842'
'505258754884243456','2456931829'
'505258772257067008','14991675'
'505258772877811712','526880504'
'505258784038846464','14477433'
'505258789558575104','49924797'
'505258799301931008','822956617'
'505258807485026304','37114199'
'505258810119041024','882373243'
'505258820126670848','2461139256'
'505258828502675456','26979524'
'505258870118580224','2476987891'
'505258875134963712','704890999'
'505258897490591744','82304248'
'505258913152106496','250060226'
'505258926745862145','14152879'
'505258960753278977','45906658'
'505258968466595840','2316567605'
'505258971104804864','252037005'
'505258972715024384','250507228'
'505258975470686208','1087991250'
'505258983473414145','192768654'
'505258990943879168','74770335'
'505258997935775744','309354743'
'505259031284285440','462348784'
'505259040662749184','321781431'
'505259052910510080','2752091132'
'505259062112423936','226623432'
'505259070769885184','356339854'
'505259080173109248','226623432'
'505259081460764673','258328330'
'505259089992372224','2477345196'
'505259097735049216','2170378830'
'505259101107290112','2170378830'
'505259130857459712','1082293332'
'505259139011186688','2570785452'
'505259140369756161','388272317'
'505259141167063040','1256962632'
'505259145776611328','250060226'
'505259166953635840','14991675'
'505259178227937280','129580339'
'505259196766371840','59269191'
'505259209122775040','150246405'
'505259214529642496','394005819'
'505259218669412352','20613692'
'505259227053817856','2507865131'
'505259230828720128','301978227'
'505259234687483904','2742005186'
'505259254412881920','270272594'
'505259278815723520','462348784'
'505259288248344576','384448184'
'505259292824698880','397146755'
'505259303973167104','469782768'
'505259306196160512','2229072832'
'505259311334182912','93753223'
'505259325309587456','379340276'
'505259346725711872','50363443'
'505259370922254336','2613417690'
'505259387850870784','106209183'
'505259392368128000','2506199450'
'505259428070055936','2410744897'
'505259428111994880','360127899'
'505259431039221760','1455152108'
'505259437003915264','2776584476'
'505259467001589760','1275193158'
'505259508294500352','360127899'
'505259509938667521','234089112'
'505259521003237376','30694918'
'505259522014056448','219225568'
'505259541823770625','20329778'
'505259542033080321','92953029'
'505259557317529600','2507865131'
'505259593610440705','549688928'
'505259594823000064','825206774'
'505259615781941248','1110896054'
'505259629019144192','318147336'
'505259648048717824','816171398'
'505259664372543488','2726126381'
'505259666734333952','1431583028'
'505259683511541760','2732857306'
'505259692453404674','1061503298'
'505259699504439296','279118291'
'505259708195028992','2511973316'
'505259729799888896','142614009'
'505259755099922432','121382365'
'505259758169780224','406289145'
'505259769158840320','99393909'
'505259773688680448','15526662'
'505259784791408640','6351452'
'505259786443583489','1452475333'
'505259796610965504','14616680'
'505259811492356096','19770046'
'505259825601585152','2310217712'
'505259837929046016','142620266'
'505259838323318785','436245275'
'505259842903486465','21056196'
'505259860314038272','2305808419'
'505259863048744961','26382673'
'505259874087735296','92483089'
'505259876332105728','1496418728'
'505259877699428352','325561557'
'505259901002981376','2765493956'
'505259905205690368','20462782'
'505259907944173570','1322420269'
'505259917939593216','1901280331'
'505259922263904257','1978673335'
'505259949707259904','19853151'
'505259949791137793','2777867412'
'505259956661407744','66164418'
'505259972008374272','2305808419'
'505259972444553217','218139304'
'505259976987004929','19469906'
'505259980313096194','17956174'
'505259982502506496','465775435'
'505259983710072833','363025898'
'505259989426925569','143170703'
'505259990987202562','143170703'
'505259992446799873','143170703'
'505259994715926528','143170703'
'505260013225398272','204994250'
'505260021194948608','2609359357'
'505260026827517953','2360469918'
'505260052178280448','2583254193'
'505260068779360256','407756498'
'505260076815634433','87910530'
'505260081760309248','300407083'
'505260090036076544','256269586'
'505260106167377920','317960394'
'505260116422438912','2463774054'
'505260122009268224','2518426980'
'505260135652941824','1308250862'
'505260140514521088','293678282'
'505260145102692354','16252903'
'505260169623011328','21998617'
'505260180280717312','25329617'
'505260194876899328','28579638'
'505260221976293376','353124829'
'505260240221503488','18953274'
'505260254288822272','2280271664'
'505260259997278209','2280271664'
'505260261159096320','1852547324'
'505260263818682368','1064268842'
'505260282776539136','116155386'
'505260308316033025','568624483'
'505260310182109185','2428381658'
'505260313025863680','2394817579'
'505260313629835264','2267252430'
'505260314754289664','38652555'
'505260314670006272','1230334502'
'505260314711953408','2707280186'
'505260317446639617','357358533'
'505260329333686272','222096379'
'505260330172551168','19563191'
'505260331246288897','85364602'
'505260331548307456','631133874'
'505260365228572673','20547547'
'505260374309232640','98197997'
'505260379522760704','8781882'
'505260380621639680','246250533'
'505260400372248576','2363088450'
'505260401987424256','472849121'
'505260413026861057','19484185'
'505260414033076224','610168005'
'505260419439923200','363601094'
'505260421809729536','399366751'
'505260424200081410','411039931'
'505260432786194432','176811182'
'505260432697737216','356533780'
'505260433196851200','621531088'
'505260436455841792','625212603'
'505260439266017280','710776945'
'505260442252361728','741736717'
'505260451479834624','341611261'
'505260455167000576','2467351899'
'505260460115898368','179922417'
'505260467132981248','1532395916'
'505260467678228481','135840302'
'505260467724361728','857677340'
'505260469494353920','864146389'
'505260481339092992','334626794'
'505260489585459200','2466009575'
'505260490029666304','415528967'
'505260500633284609','2170378830'
'505260503782801408','1241309738'
'505260506932719616','50956665'
'505260507935547392','8781882'
'505260509130919936','240392396'
'505260522292256769','849210259'
'505260525706821632','2381269967'
'505260527472607232','1616116830'
'505260530568007680','1140690342'
'505260539652890624','11873902'
'505260560368553984','2421822554'
'505260571563163648','594516179'
'505260600708960256','262338851'
'505260614302715904','2344780945'
'505260615590764544','855675703'
'505260626281631744','230506666'
'505260629117382657','1035950011'
'505260630275010560','838100912'
'505260644103225344','2344555866'
'505260645608984577','627653'
'505260649774317568','23245842'
'505260650411855872','22826974'
'505260654908157952','15370887'
'505260663719997440','465079312'
'505260685656596480','246693449'
'505260685870497792','15370887'
'505260711820689408','2259585476'
'505260712617189376','2344657290'
'505260712877625344','141008837'
'505260719500455939','19676408'
'505260727624429568','525169674'
'505260734104608768','2343966386'
'505260752748306432','1500289099'
'505260753297760256','2344721209'
'505260765549305856','238993970'
'505260769651744769','11873902'
'505260772726173696','41315152'
'505260806528040960','626006210'
'505260835275808768','38247526'
'505260861184036864','40474840'
'505260861381156864','15277447'
'505260867324489731','2190056023'
'505260876849373184','786405282'
'505260889151655936','747990163'
'505260900589514752','2629892076'
'505260905278365698','285005616'
'505260916783734784','15370887'
'505260917509324801','20726665'
'505260930100637697','1517609534'
'505260936165609472','40839177'
'505260964393275392','1117228010'
'505260975465824256','153439052'
'505260999721504768','81714813'
'505261016603566081','25261950'
'505261018386563072','15370887'
'505261027353980928','91334232'
'505261034647875584','32503705'
'505261044554805248','447936568'
'505261044689027072','2229072832'
'505261058148167681','1623287251'
'505261064083484672','495747564'
'505261065085935617','192318065'
'505261068474929152','15370887'
'505261079476178944','53563522'
'505261082873966592','2777867412'
'505261096258002944','213630806'
'505261109918838784','91420812'
'505261119729311744','15370887'
'505261135034343424','87910530'
'505261137462849536','50419434'
'505261157155102720','86120981'
'505261170639790080','372420583'
'505261185328242688','87910530'
'505261198254694402','2280271664'
'505261208845688832','92796856'
'505261212834476032','319562057'
'505261213685927936','545521935'
'505261214675382272','1003975782'
'505261250154999808','39755667'
'505261257889677312','2321230400'
'505261258929897472','20307122'
'505261272838184962','30061953'
'505261274280636417','2267252430'
'505261283520704513','1371551083'
'505261297928114176','1642750477'
'505261298536693760','458131154'
'505261301623300096','1474088551'
'505261312356544512','250693957'
'505261321495904256','1491880526'
'505261326340329472','20767953'
'505261337648193536','140040081'
'505261345689047040','39541874'
'505261346695303168','2295332112'
'505261348805427200','173160896'
'505261351452045312','107963256'
'505261352890281984','1297537795'
'505261354685452288','632511744'
'505261363447357440','2215020150'
'505261372154707969','1030919934'
'505261379415068672','1646044446'
'505261387543609345','213072084'
'505261392258433024','2714607003'
'505261394665541632','780042637'
'505261404480602112','1476813200'
'505261412327776256','1910623075'
'505261415607717888','2267252430'
'505261417948545024','94828425'
'505261429381791745','132247757'
'505261429696765952','428904058'
'505261436411867136','851042310'
'505261449535422465','1846442060'
'505261450177171456','969399542'
'505261465625182208','308407135'
'505261467478675456','910504338'
'505261479189176321','988887824'
'505261493072306176','1615254391'
'505261502409211904','366660144'
'505261511183327233','2257476344'
'505261511460139008','53563522'
'505261535040516097','2257476344'
'505261568247209984','136725784'
'505261572579540993','628381901'
'505261578573611009','23116875'
'505261589063565312','216516048'
'505261594884841474','425340623'
'505261598328356864','429131939'
'505261609233547264','2274839983'
'505261646982676480','759057229'
'505261663021711360','14424582'
'505261677420359680','2267252430'
'505261685440278530','138868689'
'505261693690470400','65309482'
'505261740188508160','2765493956'
'505261755103449088','514171917'
'505261757674573824','1846442060'
'505261802398425088','1337643498'
'505261845150978049','57414039'
'505261850724794369','15805157'
'505261862284705792','23858104'
'505261885860896768','856094179'
'505261897583980544','2579925552'
'505261898686685184','2587629370'
'505261906546806784','2587629370'
'505261914557931520','2594358360'
'505261928273702912','108410287'
'505261930378821632','415155712'
'505261938348023809','1496212820'
'505261940198096896','271537048'
'505261945444777985','2734833493'
'505261946846060544','236866598'
'505261963136729088','1400360023'
'505261968006328320','475027132'
'505261968887119872','483715292'
'505261978550829056','817196328'
'505261984569237505','122278329'
'505262016362479617','263043595'
'505262041104252928','59269191'
'505262058091601920','302670932'
'505262060633333760','817196328'
'505262069063892992','241244162'
'505262072880705536','2674005546'
'505262076260909057','364380709'
'505262092882956288','2769866904'
'505262100273311744','425061448'
'505262113976098816','463933965'
'505262120112762880','550275132'
'505262130791473152','1136952284'
'505262154346672129','747990163'
'505262166346170368','787546010'
'505262174533877760','815119620'
'505262193362100224','4330341'
'505262205504610304','600766327'
'505262222314983424','49517025'
'505262239314898944','856094179'
'505262244188684288','30057577'
'505262269677461504','36433887'
'505262281677373440','182787885'
'505262283291783168','119807651'
'505262302174908416','378603126'
'505262311297531904','2668571492'
'505262328859090944','391586903'
'505262338208182272','245025872'
'505262342167597059','108320338'
'505262343107137536','789523681'
'505262353181843457','260734641'
'505262370919571457','2501890800'
'505262376581464065','2378604374'
'505262381032030208','214187692'
'505262393149374464','633327069'
'505262393082273795','991481894'
'505262425659428864','288755234'
'505262423431856128','150246405'
'505262446811295744','261438228'
'505262456751808512','153876973'
'505262466847477760','428957299'
'505262473101180928','153876973'
'505262494727020544','239981748'
'505262496291500033','26283630'
'505262530944442368','2197342608'
'505262530994794496','62758543'
'505262537177174016','76432684'
'505262565103263744','410833780'
'505262576503361536','2400688124'
'505262590620999680','952279789'
'505262609462198272','16110978'
'505262620820402176','415577712'
'505262626142973952','2461139256'
'505262626293575680','270312640'
'505262644534992897','606138548'
'505262647433248768','1525723932'
'505262671785377792','353323787'
'505262687199444992','1851744114'
'505262692895293440','2207677915'
'505262694916968449','214187692'
'505262696460464128','594517526'
'505262750621507584','30061953'
'505262750629912576','121382365'
'505262754794831872','156000114'
'505262768774471680','20055821'
'505262774524854272','34692284'
'505262793462153216','845980472'
'505262815947816960','2189929502'
'505262830116143104','88053654'
'505262837993078785','14699241'
'505262848818565120','2170378830'
'505262862474813441','2459920208'
'505262881789968384','261438228'
'505262886479208448','2707280186'
'505262899561246720','2728219281'
'505262905034833920','633327069'
'505262906783834112','33860798'
'505262909153222656','1866862866'
'505262912219250688','17741758'
'505262919559692288','1307486371'
'505262962723278848','2283050819'
'505262970486915072','2421822554'
'505262972198223872','2421822554'
'505262976794763264','491738972'
'505262982293909505','1337265319'
'505263002636275712','1264496858'
'505263021279965184','2249330958'
'505263063101370368','2707280186'
'505263078460882944','23588797'
'505263098429976576','132193270'
'505263111209644032','2664604045'
'505263119338196992','930938994'
'505263121313701888','379760672'
'505263127726809088','2432606850'
'505263137109860353','56055100'
'505263197973389313','602910095'
'505263199248465920','1117228010'
'505263210237558784','866496182'
'505263213106450432','19147938'
'505263216566755328','1307486371'
'505263229497774080','70384872'
'505263240776278016','1307486371'
'505263262527934465','2352436693'
'505263265979830272','866496182'
'505263273105973248','249316421'
'505263291204374528','353323787'
'505263292122558464','139927949'
'505263298955456512','866496182'
'505263317083258880','31167101'
'505263317229658112','2745088008'
'505263324632993792','866496182'
'505263342693257216','255909424'
'505263359433146368','98609698'
'505263365586157568','536209142'
'505263401657176065','1369778736'
'505263408489697280','316485110'
'505263455469711360','192536830'
'505263482200408064','511834698'
'505263485706833920','250122449'
'505263491163246592','58774977'
'505263543239725056','86922183'
'505263558637395968','51819579'
'505263562663927808','101932773'
'505263569097990145','155910701'
'505263572013027328','1579880574'
'505263626488250368','2572581816'
'505263650366824448','1149557238'
'505263661435604992','92953029'
'505263667646967808','77299847'
'505263677411692544','169366557'
'505263721191841792','413832534'
'505263744449257473','134426498'
'505263745908875264','302485278'
'505263747578204160','53918158'
'505263761075486720','391010789'
'505263772257513472','504253915'
'505263775231275008','17669763'
'505263787960594432','2706469022'
'505263788783050752','125304881'
'505263789860999168','2580172741'
'505263792780226560','1880107837'
'505263828729614336','238278490'
'505263830310879232','1702466844'
'505263858802769920','47066205'
'505263863689150466','499109438'
'505263868696743936','29960497'
'505263869250793472','1108445713'
'505263876720431104','2356787012'
'505263896417284096','241244162'
'505263938683285504','23116875'
'505263956009975808','434383205'
'505263957150797824','602910095'
'505264007842758656','290858389'
'505264017028300801','29960497'
'505264020623208449','2420667475'
'505264032652460032','2631860873'
'505264033533296640','99539910'
'505264046942085120','29960497'
'505264056778113024','270450030'
'505264059005272065','2288673678'
'505264063442452480','2724269034'
'505264064616865792','591202832'
'505264072531902464','280955681'
'505264073676578816','579256074'
'505264076906192896','2394817579'
'505264085567434752','1924796616'
'505264088004304896','1559180082'
'505264097311858688','351850150'
'505264105440043008','209734424'
'505264110208970753','437417506'
'505264121873707008','2631860873'
'505264123194527744','14736703'
'505264131419947008','475747980'
'505264159559540737','276345561'
'505264159882489856','91369393'
'505264162981675008','866496182'
'505264169822994432','360979450'
'505264173102534657','87728784'
'505264216757264384','2735923697'
'505264222519824384','422406707'
'505264223706824704','22429979'
'505264230502006784','38133701'
'505264231256952833','2267800647'
'505264250781458432','1702466844'
'505264263280074752','79539915'
'505264275279990784','575223564'
'505264290085863425','2280271664'
'505264336856559616','148055299'
'505264338790146048','29960497'
'505264340149469184','606463645'
'505264342384644096','16438248'
'505264365579567105','495747564'
'505264385183342593','541528090'
'505264420893626368','2402971926'
'505264430654164993','284986264'
'505264443400654850','2614917272'
'505264471615737857','19984317'
'505264473654169600','2492258401'
'505264475520655360','81359969'
'505264494143352832','1702466844'
'505264504868200448','595866588'
'505264533330726912','24909728'
'505264542759530496','2216312515'
'505264547897540608','29745312'
'505264559712911360','17400044'
'505264563911421952','54154231'
'505264576641110016','137064173'
'505264584668614656','1177420700'
'505264587512758272','2742354139'
'505264598875140096','2631860873'
'505264603644039168','311398408'
'505264607112744960','2495480693'
'505264606860701697','894878640'
'505264609960271872','1177420700'
'505264644001640449','1272751392'
'505264650045620224','25814474'
'505264680320118784','2312913461'
'505264689589551104','19984317'
'505264692852699137','1247054780'
'505264727866740736','19147938'
'505264750968987648','2385945248'
'505264751757492224','2291026128'
'505264770015309824','2519567960'
'505264781649924096','91775407'
'505264796980506624','532207719'
'505264815649357824','159098703'
'505264817364430848','81844169'
'505264825162022912','135461282'
'505264837346463745','16929133'
'505264839217152000','744474864'
'505264874134720512','266573315'
'505264893009100802','598597733'
'505264893994745856','153116157'
'505264911337791488','952279789'
'505264921224155136','288147751'
'505264928207282177','220064040'
'505264936713719808','37114199'
'505264936810192896','19984317'
'505264939775565824','538335346'
'505264969584508928','1594967486'
'505264982997487616','471910924'
'505264991931744256','357421617'
'505265016002846720','2758401030'
'505265016028008448','270863497'
'505265029080707072','4790881'
'505265037091827712','19984317'
'505265037775093760','149970298'
'505265055810977792','2730695139'
'505265064883281920','538335346'
'505265102191620096','2170378830'
'505265109153771520','555160066'
'505265119765749760','527543655'
'505265129601368064','796264'
'505265140003250176','918323994'
'505265160139702272','21543628'
'505265167752769536','19984317'
'505265179027046400','41127136'
'505265227366432770','52847079'
'505265229647712256','2599193305'
'505265235096510464','2280470022'
'505265281468346368','365616790'
'505265285453328384','216516048'
'505265289169092610','46346772'
'505265289244577792','2715951276'
'505265300775129088','594516179'
'505265338934886400','324437012'
'505265368789561344','2705950254'
'505265393532145664','557217188'
'505265398921437184','236789164'
'505265409525026816','94086086'
'505265410439405568','26795019'
'505265419427778563','24411361'
'505265435605213184','2707280186'
'505265473047756800','382208270'
'505265473752432640','1497636434'
'505265487303806978','245693197'
'505265494291906560','1669399134'
'505265508825169920','42867895'
'505265511178174464','22925672'
'505265525812105216','306836269'
'505265532661018624','1500188760'
'505265556329869313','88874357'
'505265575623680000','46847649'
'505265580325470208','1438450512'
'505265580950028288','1564206962'
'505265581617344512','17811008'
'505265586960867328','16864880'
'505265609203265537','4790881'
'505265612801994753','178678078'
'505265633274380288','16789761'
'505265634809495552','568623798'
'505265636126097409','161575463'
'505265647740141568','105982200'
'505265656376614912','20320759'
'505265660843544576','1513735339'
'505265670184251393','633925568'
'505265685920886785','2290898924'
'505265688865275904','2280823386'
'505265691436404736','2289843084'
'505265694296903681','2290444730'
'505265697237123073','2289685194'
'505265697468211201','1878953658'
'505265724030722048','545915896'
'505265734960701440','513742498'
'505265739650330624','610615405'
'505265747304521728','72862624'
'505265768695869440','32390193'
'505265788161626112','116626293'
'505265792544681984','45318429'
'505265801839271936','50598463'
'505265806784360448','135461282'
'505265816506736640','7437202'
'505265816385126400','17811008'
'505265862203674624','2334100649'
'505265867694018561','1269440107'
'505265892234895360','74687643'
'505265903135887360','119702087'
'505265909075030016','249611730'
'505265914405990400','239320714'
'505265914955444224','164645966'
'505265929111220226','447581095'
'505265935524327424','80590256'
'505265941949984768','18450514'
'505265947511648256','222200045'
'505265960094142464','1342407211'
'505265961008496641','2258875164'
'505266003421716480','2649520327'
'505266007775412226','392636701'
'505266012426870784','537964292'
'505266013404139520','392636701'
'505266018998960128','951418284'
'505266023957008384','215062693'
'505266051668770816','2336737650'
'505266058832650240','2611291220'
'505266074305060865','2613891942'
'505266081066655745','23236934'
'505266120753172480','622982606'
'505266134971871232','26727778'
'505266139715600384','1118407705'
'505266163585388544','470019673'
'505266165245939712','484946003'
'505266186494705664','90689854'
'505266213468270592','101884516'
'505266218102583296','253715946'
'505266239263236096','2368655029'
'505266261665009666','50219804'
'505266281097228288','138733248'
'505266287418044416','474137076'
'505266311669481472','517105402'
'505266312776810497','944175451'
'505266320087474176','48548255'
'505266325602959360','107164467'
'505266332594495489','2289550082'
'505266333286924288','851484913'
'505266334054105089','2289400950'
'505266335543087104','2290377098'
'505266337094967296','2289809468'
'505266338441359360','2289524316'
'505266339817062400','2289373458'
'505266341347991552','2290651285'
'505266342820188161','2289425431'
'505266344502108161','2290234374'
'505266345965940736','2281776226'
'505266347563954177','2290627866'
'505266349078114304','2290949366'
'505266350617415680','2289667568'
'505266352081235968','2290466960'
'505266354232885249','2279678125'
'505266355302449152','2290230451'
'505266356586311680','237895166'
'505266356900478976','2291095854'
'505266358188134400','2290103095'
'505266359639351297','2278469100'
'505266361061228545','2290694664'
'505266361153507328','440298024'
'505266362546008064','1384605834'
'505266362571173888','817288376'
'505266391021551616','275508242'
'505266395945648128','2455341572'
'505266398990696448','11873902'
'505266410923126784','222375057'
'505266436903026688','2269391174'
'505266446847709184','2742618952'
'505266447007088640','296879002'
'505266458826657792','594516179'
'505266460302639104','39755667'
'505266461259337730','17631220'
'505266462517256192','888430465'
'505266483719860224','205204797'
'505266500669018113','153016981'
'505266508470427649','2717856590'
'505266511444201472','949513627'
'505266512647970816','596530498'
'505266519996399616','538335346'
'505266524706590720','2463065714'
'505266548656058368','269053571'
'505266591190511616','2268684480'
'505266621913788416','342414576'
'505266639450177536','144620027'
'505266640368730112','197514472'
'505266640557457410','2410744897'
'505266645414060032','150146062'
'505266653894950912','11297632'
'505266682345324544','1482927282'
'505266699449274369','355041823'
'505266699747074049','1308509430'
'505266748044894208','21155723'
'505266749928128512','60855259'
'505266760871051264','738342553'
'505266794995920896','475265739'
'505266811948916736','120756680'
'505266817250893824','2170378830'
'505266820732186624','1111495303'
'505266827430494208','1111495303'
'505266830035148800','245299430'
'505266834439155712','87416221'
'505266841967943680','2150681726'
'505266848737525760','1923743154'
'505266877736972288','55328591'
'505266928277934080','22278340'
'505266933210415105','380281206'
'505266935701839873','1608781524'
'505266936637177856','188360710'
'505266939413807104','1631089592'
'505266940282040321','1707606230'
'505266942588882944','1702078267'
'505266945583636480','88695999'
'505266947114553344','269595400'
'505266953062064128','1623287251'
'505266955620581376','1000155049'
'505266957117960192','2727183666'
'505266958606938112','2741732923'
'505266960112685056','2288697877'
'505266965217566721','991221307'
'505266981671821312','115967401'
'505267004203626496','258841141'
'505267034683633664','14199907'
'505267071501209600','380648579'
'505267115910500352','190047812'
'505267121866424320','19903972'
'505267123028254720','199220265'
'505267132914212864','1252413247'
'505267143517421568','185722558'
'505267145711046656','31948455'
'505267166917427200','19044396'
'505267220734554112','996889477'
'505267226745008128','469382890'
'505267226786955264','448088583'
'505267257828982784','48770691'
'505267269879205889','2561428015'
'505267303681110016','2336718422'
'505267310341685248','60330162'
'505267338007306240','1948587019'
'505267350250467330','50597166'
'505267357703348224','1358947375'
'505267361549942784','1358947375'
'505267389249105921','1696414447'
'505267392138604544','1664335448'
'505267439475494913','280242927'
'505267451115102208','28091881'
'505267476788031489','124075592'
'505267494446452736','297920799'
'505267501106597888','117903387'
'505267505649037312','21276122'
'505267525039689728','457322713'
'505267544576753664','208337071'
'505267552436879361','54264954'
'505267552701136897','1559925114'
'505267565124653056','56507199'
'505267571139305472','371882263'
'505267577162305536','28091881'
'505267593192947712','20013353'
'505267597827637248','2431254637'
'505267623584473088','226480506'
'505267627338764288','88697994'
'505267643511996416','145777083'
'505267703884840960','47588815'
'505267705474469889','1109664295'
'505267708087529472','2254756256'
'505267709601665024','772844534'
'505267727163228160','549039260'
'505267744577949696','2441025792'
'505267758750523392','469745220'
'505267760080117760','303750529'
'505267817017794560','20793559'
'505267826245238784','88697994'
'505267839167889408','154226261'
'505267881270337536','6017542'
'505267881807212545','361501426'
'505267916804476928','330875409'
'505267922433232896','504253915'
'505267935943077888','1361818135'
'505267940758142976','1399429982'
'505267945841627136','337139580'
'505267947624235008','72099872'
'505267954817040384','14367333'
'505267962732101633','123421220'
'505267976531357697','129470190'
'505267990208585728','12268862'
'505267994436849664','8678132'
'505268024208027649','188660766'
'505268024421916672','2460053036'
'505268025227227136','20041225'
'505268030348492800','178123973'
'505268043560538113','701785454'
'505268057162256384','196864813'
'505268078490689536','91123177'
'505268084673101824','262592073'
'505268091169673216','22637759'
'505268095465029632','546101153'
'505268099546116097','65579743'
'505268103539097601','71005768'
'505268118600810496','312197332'
'505268120811233281','381403437'
'505268134925074432','2431107457'
'505268143879892992','494257716'
'505268149218865152','16273831'
'505268156794155008','272986795'
'505268165811507200','78506582'
'505268173831028736','21865035'
'505268180018036737','538335346'
'505268180046995456','110792863'
'505268192378638336','6256592'
'505268193955692544','807552572'
'505268195914424321','760883833'
'505268213345964033','1545153696'
'505268218559483904','441572163'
'505268230026723329','17508218'
'505268238029430784','2718995846'
'505268255586414592','2280271664'
'505268268307734529','2280271664'
'505268283126595584','152412087'
'505268314965164032','354708537'
'505268319013064704','17398291'
'505268327027994624','2517015932'
'505268329045438465','98084901'
'505268329914064896','59858772'
'505268340835639296','155452383'
'505268351866634241','16079797'
'505268369319526400','2593165068'
'505268370204528641','106560150'
'505268375749406720','43599339'
'505268379465154562','33407950'
'505268389829705728','211337962'
'505268398138609664','137801105'
'505268412768350208','18233432'
'505268415377178624','70124937'
'505268419722493952','545795650'
'505268432368312320','45593042'
'505268452060561408','44359126'
'505268460902174720','354970356'
'505268461933965312','114821448'
'505268465230290944','1266583591'
'505268481697529856','35304538'
'505268489167585280','552562303'
'505268509681938433','473541132'
'505268526996025345','23097755'
'505268530351468545','339213256'
'505268534596108288','222323499'
'505268553864720384','159066263'
'505268555055902720','838252740'
'505268561544503296','1136522773'
'505268598383075328','7749522'
'505268601675603968','213630806'
'505268602983821312','208635147'
'505268607191113728','214007688'
'505268608784547840','2235786186'
'505268610055405568','2770033140'
'505268622928142336','25981923'
'505268624639414272','1569857186'
'505268643635015680','1399067023'
'505268661100109824','257587306'
'505268673188483072','2322296624'
'505268682499821568','431903797'
'505268684298809344','122571473'
'505268689659518976','741363200'
'505268703223504896','553157559'
'505268706080219136','2707280186'
'505268708563238912','10595802'
'505268729727705088','8141582'
'505268730054856704','300872033'
'505268735817433090','145163404'
'505268740985208832','2759725158'
'505268741664305152','307853691'
'505268758622253057','66623200'
'505268763386970112','268249029'
'505268769053507584','135107420'
'505268782080610304','705187969'
'505268798249652225','145213760'
'505268803060920320','614677203'
'505268804637949952','331119235'
'505268815887085568','216799923'
'505268818479181824','375746802'
'505268820458889216','19642351'
'505268834723299328','68564617'
'505268846631354368','2192049523'
'505268869729357825','177148164'
'505268873034477568','39086886'
'505268907548999680','2326693560'
'505268910128902144','36264361'
'505268913618161664','2189929502'
'505268918274256896','1315308330'
'505268919951953921','19582644'
'505268945457127425','634656884'
'505268949827600384','1229742127'
'505268952877260800','1469978904'
'505268954923675648','22420171'
'505268967523762176','17620713'
'505268969159540737','12533132'
'505268977958780929','168870054'
'505268994706636800','551135098'
'505268998775119872','14787713'
'505269031239430144','529387224'
'505269037652135937','34229165'
'505269039221198848','18233432'
'505269045365846016','149490531'
'505269055276974080','339334368'
'505269098087841792','2341020134'
'505269113993052161','335865299'
'505269118715838465','329600798'
'505269136625127425','71952630'
'505269175049531392','2280470022'
'505269184519892992','252969400'
'505269190232924160','42082505'
'505269194695258113','2568449280'
'505269220809400320','478784901'
'505269222164140032','2561724956'
'505269225800605697','507462485'
'505269226118991872','61128265'
'505269228966916096','117821436'
'505269247409659904','631606268'
'505269248222965760','12413892'
'505269259606691840','481379567'
'505269262793990145','33407950'
'505269279676461057','300872033'
'505269284126605312','90001264'
'505269334986739712','339334368'
'505269339013275648','190047812'
'505269340908683265','265562974'
'505269345917095936','2237450916'
'505269347003424768','2237450916'
'505269391463030785','231205619'
'505269391626608640','545098583'
'505269391630815232','14897840'
'505269393111396352','52847079'
'505269398379450368','15735367'
'505269405039620096','51720020'
'505269410417115136','28964962'
'505269426594533376','63231950'
'505269435985174529','1058865691'
'505269439156453377','755710728'
'505269443300052992','480127349'
'505269447729229825','1142515951'
'505269452368134144','156114543'
'505269457736830976','520047432'
'505269462317027328','371840777'
'505269467568275456','613493565'
'505269509222322176','59696106'
'505269514872041472','276631250'
'505269528356724736','51241574'
'505269537357324290','2321717095'
'505269543024222208','38233550'
'505269558131699713','2264703631'
'505269578738728960','357285384'
'505269579313328128','19897138'
'505269592244383744','254240713'
'505269605690900480','1073676020'
'505269606651416576','216799923'
'505269625610076160','411683571'
'505269629036789761','236770150'
'505269636787474432','15448383'
'505269636947263488','104626843'
'505269636783280130','1021809451'
'505269651329134592','26165656'
'505269651686043648','625766440'
'505269652696465408','461853598'
'505269656106442753','2671347268'
'505269685219119104','1316816732'
'505269692366606336','222323499'
'505269694178131968','621966679'
'505269700692287488','23185808'
'505269702797443072','579256074'
'505269703367860224','2393016565'
'505269708979834880','15945299'
'505269709529309186','611654080'
'505269716017885186','2401922072'
'505269717519462400','15448383'
'505269718841049088','23185808'
'505269723517300736','529243313'
'505269723567628288','2416741663'
'505269730257547264','633248951'
'505269731448737792','2418931519'
'505269735051636736','555269124'
'505269736196677632','107968051'
'505269736641282048','1463096012'
'505269739204009984','2418943434'
'505269746116202496','2428381658'
'505269746875367424','116155386'
'505269746879569920','2418964464'
'505269748574486528','272748593'
'505269749865910272','2777768016'
'505269754873925632','2418990055'
'505269758619828224','2373573066'
'505269758921826304','745496304'
'505269762692087808','1735389366'
'505269762575052800','856894412'
'505269766916149248','22769373'
'505269766882197504','16693051'
'505269775409233922','2594358360'
'505269785123241984','210766152'
'505269786046382080','18980541'
'505269787245944832','163404180'
