tweet_id, user_id
'453673209724809216','16494451'
'453673300695056384','558793567'
'453674064612433920','177012233'
'453674259588472832','18590142'
'453674448034340864','2188051795'
'453674463100293120','2188051795'
'453674467021967360','2188051795'
'453675170784215041','975247506'
'453678175189753856','11489692'
'453678340327473153','728957455'
'453679092987338752','21324543'
'453680168683315200','370407497'
'453680875666825216','2270482320'
'453680876480507904','2270482320'
'453680878275686401','2270482320'
'453680995783307264','728957455'
'453681822505771008','56966387'
'453682398069153792','2188051795'
'453682399717498880','2198885990'
'453682510019710977','145682472'
'453683726828847104','43468672'
'453683772634828801','18274279'
'453684069293764608','1403574307'
'453684237049163777','1673113008'
'453684546341330944','1403574307'
'453684636967632897','151538571'
'453684974747533312','1414684496'
'453684987405938688','536561965'
'453685009627377664','362523555'
'453685139176816640','1403574307'
'453685319217328128','1621699722'
'453685473945214976','14471487'
'453685474750496768','14471487'
'453685483088797696','390033397'
'453685484477112320','390033397'
'453685628090068992','522597443'
'453685658444238849','210766152'
'453685668141490176','210766152'
'453686256199663617','2188051795'
'453686265645260800','2188051795'
'453686325796151296','246545539'
'453686628410617856','105643924'
'453686816797765632','182752250'
'453687177952514048','36927988'
'453687318780444672','445976375'
'453687349122433024','1851744114'
'453688393872863232','14858569'
'453688841073750017','2292234188'
'453689557355995137','390033397'
'453690195875885056','2188051795'
'453690201093574657','2198885990'
'453690201978593280','2188051795'
'453690207397613568','2188051795'
'453690211092803585','2188051795'
'453690215157465088','2418106597'
'453690595362361344','156773317'
'453690675498725378','156773317'
'453690678598307840','294169449'
'453691048217169920','633570097'
'453691281542111232','43468672'
'453692499635486720','1712538170'
'453692871838027776','2407936655'
'453693186989244416','395617849'
'453693254546907137','395617849'
'453693297886638080','395617849'
'453693901329543169','282688261'
'453693909978202112','2421164293'
'453693943788470272','557266004'
'453696202731958272','2230134589'
'453696940803227648','111432633'
'453697298007343104','287724728'
'453697737339326464','370407497'
'453697831082029056','1358487656'
'453697949411733504','1005800521'
'453698093796454401','2188051795'
'453698116621840384','2188051795'
'453698138130231296','2188051795'
'453699102560112640','1403574307'
'453699156490477568','370407497'
'453699425836093441','1403574307'
'453699585601331200','36760934'
'453699706862850048','36760934'
'453700071591116801','36760934'
'453700133897895936','2243743112'
'453700476476088320','2420375107'
'453700505202876416','1488738199'
'453700668323151872','36760934'
'453701032468414464','36760934'
'453701086738518016','36760934'
'453701592231849984','338465827'
'453701807298985984','36760934'
'453702099419664384','2188051795'
'453702106117963777','2188051795'
'453702109339209728','2188051795'
'453702113097293824','2188051795'
'453702206638657536','36760934'
'453702632494747649','338465827'
'453702685447831553','36760934'
'453702816888922112','36760934'
'453702887013502976','417470682'
'453703012687413248','36760934'
'453703361770954752','80415454'
'453703717368258560','338465827'
'453703720115916800','2427080221'
'453703979491291136','2270482320'
'453703980132990976','2270482320'
'453704457508114432','1851744114'
'453705373296230403','975247506'
'453706009769295873','2188051795'
'453706013112168449','2188051795'
'453706019361665025','2188051795'
'453706022431887360','2188051795'
'453706470480048128','370407497'
'453706700483084288','370407497'
'453706791344300032','304151805'
'453707665244717056','306287076'
'453708062545567744','1493841938'
'453708913951531008','18739458'
'453710085316153344','2411944813'
'453710101690318848','66161521'
'453710141536604160','2411944813'
'453710167411281920','2411944813'
'453710308125978624','239857470'
'453710308910325760','2423797621'
'453710335782842370','155282010'
'453711484812394496','338465827'
'453711768980709376','370407497'
'453712605161730048','911451674'
'453713037682151424','370407497'
'453713134339895296','370407497'
'453713933044428800','2188051795'
'453713938187042817','824120022'
'453713948970196992','2188051795'
'453713953747509248','2188051795'
'453714088380481536','2188051795'
'453714632117481473','390033397'
'453715028227538944','1403574307'
'453715049882738689','1403574307'
'453715256343547904','1471233518'
'453715346940112896','447329457'
'453717670190673920','1434689994'
'453717673713876993','2414786588'
'453717974562504704','2188051795'
'453717988961570816','2188051795'
'453718014651691009','564943139'
'453718401379094529','265168756'
'453720737543516160','2307854634'
'453721113990672384','22224434'
'453721188364468224','2209322502'
'453721481382338560','43468672'
'453721571891625984','1851744114'
'453721577062817792','21046485'
'453721639205609472','102534471'
'453722609557835776','930422174'
'453722833181368320','2147537220'
'453723618329890816','1973242771'
'453723692875251712','1297529113'
'453725012764016641','2235828998'
'453725846931382273','919927818'
'453726020806660096','2284392119'
'453726271889870848','728957455'
'453727719277072385','150766631'
'453728489082847232','229576116'
'453729382549315584','1403574307'
'453729396067532800','1403574307'
'453729632638861314','1403574307'
'453729832644268033','2188051795'
'453729837333491712','2188051795'
'453729842635100160','2188051795'
'453729862608384000','2188051795'
'453730113754918912','101586268'
'453730893417283584','787909826'
'453731103572905984','607672450'
'453731614217240576','389170448'
'453731934842011648','266349447'
'453732445234294784','2151499746'
'453733312033730560','2365702716'
'453733707187097600','2188051795'
'453733710752264193','2188051795'
'453734133878243328','2420375107'
'453735107980169216','610980585'
'453735567889416192','975247506'
'453736604818214912','441389311'
'453736955810185216','72112135'
'453736966840807424','263018965'
'453737278087520256','784180705'
'453737417292677121','2467592950'
'453737841462607872','17666375'
'453738183831060480','1851744114'
'453739875800338432','2270482320'
'453739877461291008','2270482320'
'453739878908297216','2270482320'
'453739879554220032','2270482320'
'453739880313397248','2270482320'
'453740745942265856','1679480010'
'453740860518064128','798294182'
'453740891417481216','138951375'
'453741175225065473','2258616258'
'453741596010225664','24493884'
'453742201894219777','237591711'
'453742229907988480','237591711'
'453742427270946817','40021786'
'453743128974204928','878626340'
'453744304121335808','878626340'
'453744416805507073','940170072'
'453744555712458752','529554922'
'453744604056014848','1579596458'
'453744644208066561','1403574307'
'453744968469725184','1403574307'
'453745044084637696','919927818'
'453745120165126144','36760934'
'453745122434240512','36760934'
'453745200351821825','2339815470'
'453745768860360705','2188051795'
'453745833435856896','36760934'
'453746026940100610','370407497'
'453746136621129728','36760934'
'453746210466066432','36760934'
'453746309082906624','412613191'
'453746320059035648','390033397'
'453746320834953216','390033397'
'453746664709554176','34670424'
'453746779339517952','370407497'
'453746810444849152','119596334'
'453746816404975616','2470807312'
'453746904631758849','1851142849'
'453746943655563264','36760934'
'453747094575009792','36760934'
'453747271830470656','36760934'
'453747421680390145','36760934'
'453747583668609024','36760934'
'453747617248194560','561249724'
'453748330271473665','36760934'
'453748390992420864','36760934'
'453749868180549632','628316519'
'453752409098305536','494029723'
'453752893863370752','1660413876'
'453753178421747712','1019950250'
'453753185220722688','1627066812'
'453753191457636352','1627066812'
'453753197598081024','2326065942'
'453753203746951168','2326065942'
'453753209841270785','831258415'
'453753334256910338','494029723'
'453753781969494016','1851744114'
'453754376788525056','370407497'
'453754552383451136','197368286'
'453754977555845120','2348523792'
'453755165066010626','535114625'
'453755512341803009','121750974'
'453755893218172928','105844167'
'453755941369184258','2365874927'
'453756551489388544','494029723'
'453756732326838273','73975902'
'453756986518011904','22224434'
'453757031854661632','50591178'
'453757577222828032','338465827'
'453757870136258561','2188051795'
'453757962461261824','462132518'
'453758094183391233','2188051795'
'453758744019492864','2198885990'
'453759459873923072','104248732'
'453759601574686720','140706865'
'453759775788892160','318358387'
'453759876632563712','338465827'
'453759879367639041','2427080221'
'453760252521893888','110596487'
'453760271756976128','1403574307'
'453760276865622016','930422174'
'453760283790422017','2270482320'
'453760341298536448','1403574307'
'453760683717300224','265168756'
'453761018481901568','1044507925'
'453761170277937152','834556202'
'453761194206461952','112483474'
'453761229815681024','535114625'
'453761389585514496','425346315'
'453761533735346177','385007388'
'453761538550009856','250380070'
'453761599778856960','73975902'
'453762267666870272','917350111'
'453762486131372032','2270482320'
'453762487691649026','2270482320'
'453762497888419840','876968516'
'453762500618510337','2181503115'
'453762540023996417','2188051795'
'453762691698806784','119166713'
'453762925560619008','203226820'
'453763393757782017','121750974'
'453763807928913920','89488755'
'453763901306716161','89488755'
'453765673437904896','417203749'
'453765771609374721','975247506'
'453766513770500096','104262458'
'453766570422964224','34562022'
'453766889324281856','555244502'
'453768013846573057','370407497'
'453768308735504385','294169449'
'453768435336773632','628316519'
'453768908617424898','2347676346'
'453768995103969280','2420375107'
'453769030130991104','1013151524'
'453769304232579073','362523555'
'453769709838557184','18274279'
'453769820958257152','728957455'
'453769864398663680','182752250'
'453770151502958593','388280208'
'453770991320457216','324123584'
'453770994033770497','132543609'
'453771073352634368','2208270240'
'453771103563821056','607672450'
'453772171303596032','14471487'
'453772206292471808','2188051795'
'453772401000849408','629936236'
'453772778831749120','249992351'
'453772930800156672','984272312'
'453773066972430336','984272312'
'453773104456937472','984272312'
'453773117006290944','984272312'
'453773139286433792','984272312'
'453773195779514368','984272312'
'453773223146950656','269840555'
'453773332018913280','88513218'
'453773594745896960','984272312'
'453773595706404864','984272312'
'453773616816340992','984272312'
'453774309777883137','223446074'
'453774588220944384','1403574307'
'453774710988226562','30021534'
'453775633844154368','1403574307'
'453775918025437184','306287076'
'453776051882450944','2230125140'
'453776195109531648','1853633551'
'453776198565654528','1853633551'
'453776203414253568','1853633551'
'453776205121343489','1853633551'
'453776204693512192','1853633551'
'453776206375436288','1853633551'
'453776613667139584','2235828998'
'453776701450117120','564331455'
'453777280632766465','2270482320'
'453777282440523776','2270482320'
'453777449935843328','919927818'
'453777529912819713','1353765409'
'453777895270268928','288900720'
'453779538799910912','430391794'
'453779544797753345','2174176921'
'453779555388362752','452794927'
'453779567279218688','422587260'
'453779614016348161','325317301'
'453779870351257601','18594789'
'453780030355931136','1712841384'
'453780276624502784','259263435'
'453780626731044864','390033397'
'453781084031832064','134245524'
'453781096807677952','352726278'
'453781226160001024','1491880526'
'453781870690332672','43468672'
'453781971756265472','338465827'
'453781973962461184','338465827'
'453782555180167168','190597386'
'453782712113840128','2343325142'
'453782897317933056','190597386'
'453783056076111872','2409902687'
'453783385144438784','1038481676'
'453783438382727169','1426071613'
'453783444456095745','1426071613'
'453783509442633728','1426071613'
'453783517961256960','1426071613'
'453783699507912704','263500589'
'453783728549277696','15501305'
'453783808492322816','279801489'
'453783863496417281','2151499746'
'453784044631650304','83055286'
'453785756985982976','11695472'
'453785952054702080','543177628'
'453786048829882368','200027942'
'453786078906839040','1463939642'
'453786086297600000','233821120'
'453786120753774592','1373368518'
'453786175825018880','233821120'
'453786534224101376','35205724'
'453786693523750912','212713582'
'453786952173510656','2337091398'
'453787079244521472','211106914'
'453787370308243456','289367457'
'453788136142032896','36021489'
'453788443823190016','138542499'
'453788566917623808','769300'
'453789019982151680','23686333'
'453789150445977600','1259302854'
'453789926522241025','1403574307'
'453790196296069120','38186606'
'453790553851703296','2326092800'
'453790770118393856','36760934'
'453791034066358272','111503524'
'453791067469410304','36760934'
'453791451072454656','111503524'
'453791722871345152','36760934'
'453791859890855936','36760934'
'453792287948959744','1321257181'
'453792562373865472','36760934'
'453793233198264320','2198885990'
'453793603031027712','36760934'
'453793884544303104','36760934'
'453794311042129921','312584835'
'453794321712443392','370407497'
'453794446346182657','36760934'
'453794700999143425','40021786'
'453794895094771713','312584835'
'453795482196639745','312584835'
'453795497002561536','312584835'
'453795608344539136','2188051795'
'453795813588611072','312584835'
'453795885877432321','312584835'
'453796300501176320','312584835'
'453796309095305216','312584835'
'453796322777133057','312584835'
'453796448660754432','312584835'
'453796587135709184','370407497'
'453796658946793472','526244601'
'453797047208902657','2188051795'
'453797187911032832','47402697'
'453797274813227008','888459361'
'453797384167124993','1306968840'
'453797496490573824','593101722'
'453798092245336064','1178285450'
'453798154995920896','370407497'
'453799021585235969','338465827'
'453799173352345600','65705197'
'453799715306754048','134678566'
'453799769752629248','2188051795'
'453799970374967296','1655454540'
'453801592358043648','1434783980'
'453802158174248960','56408246'
'453802473963008000','1342017379'
'453804345213976577','370407497'
'453804525669715968','43468672'
'453804951719124993','2420375107'
'453805018324279296','1403574307'
'453805208083390464','302702917'
'453805230405083137','2188051795'
'453805234410618880','2188051795'
'453807291180273664','592896186'
'453807469936910336','2270482320'
'453807793279995906','1353765409'
'453807814188625921','121750974'
'453807881452662784','930422174'
'453807885575680000','2270482320'
'453807999081918464','35223462'
'453808000646397952','2188051795'
'453808265407631361','390033397'
'453808838303436800','22224434'
'453809550173286401','1414684496'
'453809579680219137','362523555'
'453810174545760256','182752250'
'453810320532721664','536561965'
'453810461524250624','62221865'
'453810787849469952','370407497'
'453810817754877952','2188051795'
'453811206331957248','79895138'
'453811511413067776','1152729097'
'453811731781791744','121750974'
'453812069012238337','43468672'
'453812588959133696','282688261'
'453812599142887424','2421164293'
'453812930958852096','318125449'
'453812931658932224','522597443'
'453813937453412352','2418106597'
'453815098155339776','294169449'
'453816674958209024','2471202345'
'453816929719836672','1637316560'
'453817217990156288','936477493'
'453819681565339648','1285228315'
'453819979755159553','15276232'
'453820388238450688','106486529'
'453820587425542144','265168756'
'453820588046311424','265168756'
'453820664558804992','24810442'
'453820742719651840','1516491835'
'453820748813975552','1403574307'
'453820939096952835','217446672'
'453820948454461440','217446672'
'453821240923262976','24810442'
'453821515654365184','2188051795'
'453821539876487169','2188051795'
'453821550194483200','2188051795'
'453822095760166912','2188051795'
'453822146716786689','120233447'
'453822314707046400','1403574307'
'453822849565093888','1099267044'
'453822893651001344','1353765409'
'453822936256749568','2270482320'
'453822936961413120','2270482320'
'453823418165895168','2173451092'
'453823465804427264','2188051795'
'453824400224436225','428542665'
'453825102463782912','2188051795'
'453826385887240192','2434753357'
'453826542234124288','1321124516'
'453827591065960448','948700608'
'453828017773506560','2197631549'
'453828129631383553','390033397'
'453829326677344256','486255138'
'453830017227976704','1712538170'
'453831875002261504','370407497'
'453832192926294016','2188051795'
'453832227667718144','2188051795'
'453832457993719808','2334209870'
'453832865889800192','120233447'
'453833081976152064','311761504'
'453833456800133120','3137941'
'453833642427445248','2188051795'
'453835037792681984','565722646'
'453835170731528192','376790816'
'453835309688832000','769150795'
'453835398821584896','36760934'
'453835469063585793','2336549527'
'453835517147086848','36760934'
'453836112796999680','370407497'
'453836256871346176','56068003'
'453836618789445632','36760934'
'453837304927232001','36760934'
'453837445667504128','2428461728'
'453837642392543233','2270482320'
'453837643730518016','2270482320'
'453837792166957056','36760934'
'453837942016856065','2188051795'
'453838632718041088','36760934'
'453839316461305856','14371697'
'453839703809073152','420165912'
'453841244310233088','2420375107'
'453842258752598016','331803536'
'453842268420444160','43468672'
'453842427192049664','1900678009'
'453843040239509504','121750974'
